,id,standard_spelling_isv,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
121,8852,lětalo,lětalo,,n.,3,"aircraft, airliner",,,"самолёт, авиалайнер","самалёт, авіялайнер","літак, авіалайнер",samolot,letadlo,lietadlo,"letalo, aeroplan, avion","avion, zrakoplov, letjelica","авион, вазудхоплов, летелица, аероплан","авион, летало",самолет,!,"!Flugzeug, passagier",vliegtuig,"!aviadiloj, aviadilo",5336,!,
122,2661,lěto,lěto,,n.,1,summer,,,лето,лета,літо,lato,léto,leto,poletje,ljeto,лето,лето,лято,лѣто,!Sommer-,zomer,!someraj,7969,!,
123,2656,lev,lev,(ljva),m.anim.,1,lion,,,лев,леў,лев,lew,lev,lev,!Lion,lav,лав,лав,лъв,!,Löwe,leeuw,!leono,6793,!,
124,35585,limonada,limonada,,f.,1,lemonade,v z j,I,лимонад,ліманад,лимонад,lemoniada,limonáda,limonáda,!limonada,limunada,лимунада,лимонада,лимонада,!,Limonade,limonade,!limonadon,3501,!,
125,2863,list,list,,m.,1,leaf,,,лист (листва),ліст,лист,liść,list,list,!seznam (Botan.),list ,лист (ботан.),лист (бот.),лист,!,Blatt,blad,!folio,5556,!,
126,14683,livada,livada,,f.,2,meadow,uk j,,луг,луг,"лука, левада",łąka,louka,lúka,livada,livada,ливада,ливада,ливада,!,!Wiese,"wei, weiland",!herbejo,5542,!,
127,5247,ljubov,ljubȯv,,f.,1,"love, affection",,,любовь,"любоў, любасць, каханне, замілаванне, міласць","любов, кохання, прихильність",miłość,láska,láska,ljubezen,ljubav,љубав,љубов,"любов, обич",!,Liebe,liefde,"!amo, amo",7817,!,
128,5669,lokomotiva,lokomotiva,,f.,1,locomotive,,I,локомотив,лакаматыў,локомотив,lokomotywa,lokomotiva,lokomotíva,!lokomotiva,lokomotiva,локомотива,локомотива,локомотив,!,!Lokomotive,locomotief,!lokomotivo,5938,!,
129,23523,London,London,,m.sg.,1,London,,,Лондон,Лондан,Лондон,Londyn,Londýn,Londýn,!London,London,Лондон,Лондон,Лондон,!,!London,Londen,!Londono,7439,!,
130,386,los,loś,,m.anim.,1,"elk, moose",,,лось,лось,лось,łoś,los,los,!los,los,лос,лос,лос,!,"!Elch, Elch",eland,"!alko, alko",7022,!,
131,1893,ložica,lȯžica,,f.,1,spoon,,,ложка,лыжка,ложка,łyżka,lžíce,lyžice,"!žlica, žlica","žlica, kašika","кашика, жлица",лажица,лъжица,!,!Löffel,lepel,kulero,5552,!,
132,353,ložka,lȯžka,,f.,1,spoon,,,ложка,лыжка,ложка,łyżka,lžíce,lyžica,"!žlica, žlica","žlica, kašika","кашика, жлица",лажица,лъжица,!,!Löffel,lepel,kulero,5560,!,
133,376,luka,lųka,,f.,2,meadow,z,,луг,луг,"лука, левада",łąka,louka,lúka,!travnik,livada,ливада,ливада,ливада,!,!Wiese,"wei, weiland",herbejo,6026,!,
134,359,Madjar,Madjar,,m.anim.,1,Hungarian,,,венгр,"венгр, вугорац","угорець, мадяр",Węgier,Maďar,Maďar,!Madžarski,Mađar,Мађар,Унгарец,унгарец,!,!ungarisch,Hongaar,!hungara,4755,!,
135,23592,Mars,Mars,,m.sg.,1,Mars,,,Марс,Марс,Марс,Mars,Mars,Mars,!Mars,Mars,Марс,Марс,Марс,!,Mars,Mars,Marso,7095,!,
136,2709,matematik,matematik,,m.anim.,1,mathematician,,I,математик,матэматык,математик,matematyk,matematik,matematik,!matematik,matematičar,математичар,математичар,математик,!,!Mathematiker,wiskundige,matematikisto,5501,!,
137,164,meč,meč,,m.,1,sword,,,меч,меч,меч,miecz,meč,meč,!meč,mač,мач,меч,меч,!,Schwert,zwaard,!glavo,7409,!,
138,2394,medvěď,medvěď,,m.anim.,1,bear,,,медведь,мядзведзь,ведмідь,niedźwiedź,medvěd,medveď,!medved,medvjed,медвед,мечок,мечок,!,Bär,beer,!urso,5844,!,
139,33327,měhurok,měhurȯk,,m.,2,bubble,uk j,,"пузырь, волдырь","бурбалка, пухір, вадыр",бульбашка,bąbel,bublina,bublina,"!bubble, mehurčki","mjehur, mjehurić, balon, balončić","мехур, мехури",меур,"мехур, мехурче",!,!Blase,blaasje,!bobelo,3324,!,
140,1456,měsec,měsęc,,m.,1,month,,,месяц,месяц,місяць,miesiąc,měsíc,mesiac,mesec,mjesec,месец,месец,месец,!,Monat,maand,!monato,8864,!,
141,513,meso,męso,,n.,1,meat,,,мясо,мяса,м'ясо,mięso,maso,mäso,meso,meso,месо,месо,месо,!,Fleisch,vlees,!viando,7994,!,
142,2401,mir,mir,,m.sg.,1,peace,,,"мир, согласие","мір, згода",мир,spokój,mír,mier,!mir,"mir, spokoj, spokojstvo",мир,мир,мир,!,!Frieden,vrede,!paco,7228,!,
143,23152,mlat,mlåt,,m.,3,maul,,,"молот, кувалда",молат,молот,młot,kladivo,kladivo,!kladivo,"bat, malj, mlat, čekić",чекић,чекан,млат,млатъ,!Schlegel,moker,!martelo,4691,!,
144,2735,mlěko,mlěko,,n.,1,milk,,,молоко,малако,молоко,mleko,mléko,mlieko,mleko,mlijeko,млеко,млеко,мляко,млѣко,Milch,melk,!lakto,7261,!,
145,2745,morje,morje,,n.,1,sea,,,море,мора,море,morze,moře,more,!morje,more,море,море,море,!,Meer,zee,!maro,8334,!,
146,4721,Moskva,Moskva,,f.sg.,1,Moscow,,,Москва,Масква,Москва,Moskwa,Moskva,Moskva,Moskva,Moskva,Москва,Москва,Москва,!,Moskau,Moskou,!Moskvo,7500,!,
147,785,mravka,mråvka,,f.,1,ant,,,муравей,мурашка,мураха,mrówka,mravenec,mravec,!Mravlja,mrav,мрав,мравка,мравка,!,Ameise,mier,!formiko,5376,!,
148,27797,mraz,mråz,,m.,1,frost,,,мороз,мароз,мороз,mróz,mráz,mráz,"mraz, slana, ivje","mraz, inje",мраз,мраз,мраз,!,!Frost,vorst,!frosto,5382,!,
149,928,mrkva,mrkva,,f.,1,carrot,,,морковь,морква,морква,marchew,mrkev,mrkva,"!korenje, korenje",mrkva,"мрква, шаргарепа",морков,морков,!,!Karotte,wortel,!karoto,4854,!,
150,27845,muhomor,muhomor,,m.,1,fly agaric,,,мухомор,мухамор,мухомор,muchomor,muchomůrka,muchotrávka,!smrt cup,muhara,мухомор,"црвена муварка, змиска печурка (Amanita muscaria)",мухоморка,!,!Fliegenpilz,vliegenzwam,!flugi agaric,2501,!,
151,905,muka,mųka,,f.,1,flour,,,мука́,мука́,борошно,mąka,mouka,múka,"!moka, zdrob, mleto",brašno,"брашно, мука, мливо",брашно,брашно,!,!Mehl,"meel, bloem (meel)",!faruno,4064,!,
152,1573,myš,myš,,f.,1,mouse,,,мышь,мыш,миша,mysz,myš,myš,!miške,miš,миш,глушец,мишка,!,Maus,muis,!muso,6506,!,
153,2763,nafta,nafta,,f.,1,"oil, petroleum",,,нефть,нафта,нафта,ropa naftowa,ropa,ropa,!olje,nafta,нафта,нафта,нафта,!,"!Öl, Erdöl","olie, petroleum","!petrolo, nafto",6183,!,
154,35419,naočila,naočila,,n.pl.,2,"glasses, spectacles",j,,очки,акуляры,окуляри,okulary,brýle,okuliare,"!očala, očala","naočale, očale","наочаре, наочари","очила, наочари",очила,!,Brille,bril,"!okulvitroj, okulvitroj",5751,!,
155,2782,naučnik,naučnik,,m.anim.,1,scientist,,,учёный,"навуковец, вучоны","науковець, вчений",naukowiec,vědec,vedec,!znanstvenik,"znanstvenik, učenjak",научник,научник,учен,!,Wissenschaftler,wetenschapper,!sciencisto,6125,!,
156,33199,nebodrap,nebodrap,,m.,5,skyscraper,,,небоскрёб,хмарачос,хмарочос,drapacz chmur,mrakodrap,mrakodrap,"!nebotičnik, nebotičnik",neboder,"небодер, облакодер, солитер",облакодер,небостъргач,!,!Wolkenkratzer,wolkenkrabber,!ĉielskrapanto,4211,!,
157,2774,Němcija,Němcija,,f.sg.,1,Germany,,,Германия,"Нямеччына, Германія",Німеччина,Niemcy,Německo,Nemecko,Nemčija,Njemačka,Немачка,Германија,Германия,!,Deutschland,Duitsland,!Germanio,7771,!,
158,1160,neprijatelj,neprijatelj,,m.anim.,1,enemy,,,"враг, неприятель, противник, недруг","непрыяцель, вораг, супернік, супраціўнік","ворог, неприятель",nieprzyjaciel,nepřítel,nepriateľ,!sovražnik,neprijatelj,непријатељ,непријател,"неприятел, враг",!,!Feind,vijand,!malamiko,5229,!,
159,16862,netopyr,netopyŕ,,m.anim.,1,bat,ru uk z yu,,"нетопырь, летучая мышь","нетапыр, кажан, скурлат","нетопир, кажан",nietoperz,netopýr,netopier,!netopir,"šišmiš, netopir","шишмиш, слепи миш, љиљак, нетопир",лилјак,прилеп,!,!Fledermaus,vleermuis,!batilo,4065,!,
160,195,noč,noć,,f.,1,night,,,ночь,ноч,ніч,noc,noc,noc,!noč,noć,ноћ,ноќ,нощ,!,Nacht,nacht,!nokto,8596,!,
161,1230,noga,noga,,f.,1,"leg, foot",,,нога,нага,нога,noga,noha,noha,!noga,noga,нога,нога,"крак, стъпало, ходило",!,"Bein, Fuß","been, voet","!kruro, piedo",6400,!,
162,23120,nogavice,nogavice,,f.pl.,1,"trousers, pants",,,"штаны, брюки","нагавіцы, порткі, штаны","штани, брюки, ногавиці",spodnie,kalhoty,nohavice,"!hlače, hlače, kratke hlače",hlače,"панталоне, чакшире, хлаче",ногавици,панталон,!,!Hosen,broek,"!pantalono, pantalonoj",5469,!,
163,23121,nogavky,nogavky,,f.pl.,1,"trousers, pants",,,"штаны, брюки","нагавіцы, порткі, штаны","штани, брюки",spodnie,kalhoty,"nohavice, nohavky","!hlače, hlače, kratke hlače",hlače,"панталоне, чакшире, хлаче",панталони,панталони,!,!Hosen,broek,"!pantalono, pantalonoj",5415,!,
164,961,nos,nos,,m.,1,nose,,,нос,нос,ніс,nos,nos,nos,!nos,nos,нос,нос,нос,!,Nase,neus,!nazon,7605,!,
165,1014,nož,nož,,m.,1,knife,,,нож,нож,ніж,nóż,nůž,nôž,!nož,nož,нож,нож,нож,!,Messer,mes,tranĉilo,7688,!,
166,9833,obmannik,obmannik,,m.anim.,1,"con artist, cheater, swindler, scammer",v j,,"мошенник, жулик","ашуканец, махляр, круцель, жулік, шэльма, арап",шахрай,oszust,podvodník,podvodník,"!prearant, datoteka","prevarant, varalica","преарант, варалица","измамник, преварант","!негодник, негодник, негодник, негодник",!,"!Trickbetrüger, betrüger, Schwindler, Betrüger","oplichter, zwendelaar","!estafador, tramposo, estafador, scammer",3814,!,
167,9831,obmanyvatelj,obmanyvatelj,,m.anim.,1,"con artist, cheater, swindler, scammer",,,"мошенник, жулик","махляр, круцель, ашуканец, гіцаль, прахвост, цугундэр, арап, машэльнік, жулік",шахрай,"oszust, łudziciel, naciągacz",podvodník,podvodník,"!prearant, datoteka","obmanjivač, prevarant, varalica","преарант, варалица","измамник, преварант, далаверџија, сплеткар","!негодник, негодник, негодник, негодник",!,"!Trickbetrüger, betrüger, Schwindler, Betrüger","oplichter, zwendelaar","!estafador, tramposo, estafador, scammer",2350,!,
168,22761,obuvka,obuvka,,f.,3,shoe,bg,,"ботинок, туфля, обувка","чаравік, камаш, туфель, лакірка, абутак","черевик, туфля, обуванка",but,bota,topánka,!čevelj,"cipela, postola, postol",ципела,обувка,!обувки,!,!Schuh,schoen,!ŝuo,4778,!,
169,32868,odvrtka,odvŕtka,,f.,1,screwdriver,ru be sh bm uk~,,отвёртка,"адвёртка, шрубоўка",викрутка,śrubokręt,šroubovák,skrutkovač,"! izvijač, ključa, izvijač","odvijač, izvijač, kacavida, šrafciger","одвртач, одвијач, шрафцигер","одвртка, шрафцигер",!отвертка,!,!Schraubendreher,schroevendraaier,!ŝraŭbilon,3209,!,
170,826,ogonj,ogȯnj,(ognja),m.,1,fire,,,огонь,агонь,вогонь,ogień,oheň,oheň,"!Ogenj, ogenj,","oganj, vatra, plamen","ватра, огањ",оган,!огън,!,!Feuer,vuur,!fajro,7320,!,
171,1989,okno,okno,,n.,1,window,,,окно,"акно, вакно",вікно,okno,okno,okno,"!okna, okna","prozor, okno","прозор, окно","прозор, окно",!прозорец,!,!Fenster,"venster, raam",!fenestro,6806,!,
172,1,oko,oko,(oka/očese; pl. oči),n.,1,eye,,,"глаз, око (устар.)",вока,око,oko,oko,oko,!oko,oko,око,око,око,!,Auge,oog,!okulo,7630,!,
173,35423,okuljary,okuljary,,m.pl.,2,"glasses, spectacles",ub pl sk,I,очки,акуляры,окуляри,okulary,brýle,okuliare,"!očala, očala","naočale, očale","наочаре, очале","очила, наочари","!слънчеви очила, Очила",!,"!Brille, Brillen",bril,"!okulvitroj, okulvitroj",5690,!,
174,21417,olovka,olovka,,f.,2,pencil,,,карандаш,"аловак, карандаш",олівець,ołówek,tužka,"ceruzka, ceruza",!svinčnik,olovka,оловка,молив,!молив,!,!Bleistift,potlood,!krajono,5405,!,
175,18130,omamnik,omamnik,,m.anim.,1,"cheat, cheater",z,,"обманщик, мошенник","падманшчык, падманік, ашуканец, махляр, круцель, жулік, шэльма","шахрай, махляр, обманщик","oszust, kanciarz",podvodník,podvodník,"!slepar, goljuf","obmanjivač, prevarant, varalica","преварант, варалица",измамник,!chit на измамниците е,!,"!Cheat, betrüger","bedrieger, oplichter","!trompanto, tramposo",3164,!,
176,2398,orel,#orėl,#,m.anim.,1,eagle,,,орёл,арол,орел,orzeł,orel,orol,!orel,orao,орао,орел,!Орел,!,Adler,"adelaar, arend",!aglo,6572,!,
177,36136,osmonog,ośmonog,,m.anim.,2,octopus,v sh,,осьминог,васьміног,восьминіг,ośmiornica,chobotnice,chobotnica,"!hobotnica, hobotnica","hobotnica, oktopod","хоботница, октопод",октопод,!октопод,!,!Tintenfisch,"octopus, inktvis",!polpo,3909,!,
178,2044,ostrov,ostrov,,m.,1,island,,,остров,"востраў, выспа, абток",острів,wyspa,ostrov,ostrov,"!otok, otok",otok,"острво, оток",остров,!остров,!,Insel,eiland,!insulo,7394,!,
179,2048,otec,#otėc,,m.anim.,1,father,,,отец,бацька,батько,ojciec,otec,otec,!oče,"otac, tata, ćaća, ćale, japa",отац,татко,!баща,!,Vater,vader,!patro,8004,!,
180,628,ovca,ovca,,f.,1,sheep,,,овца,авечка,вівця,owca,ovce,ovca ,!ovce,ovca,овца,овца,!овце,!,Schaf,schaap,!ŝafo,5929,!,
181,506,papir,papir,,m.,1,paper,ub z j,,бумага,папера,папір,papier,papír,papier,papir,papir,"папир, хартија",хартија,хартия,!,Papier,papier,papero,6634,!,
182,4570,papugaj,papugaj,,m.anim.,1,parrot,,,попугай,"чыюк, папугай",папуга,papuga,papoušek,papagáj,"papiga, papagaj",papagaj,папагај,папагал,папагал,!,Papagei,papegaai,papago,5279,!,
183,18201,Pariž,Pariž,,m.sg.,1,Paris,,,Париж,Парыж,Париж,Paryż,Paříž,Paríž,!Pariz,Pariz,Париз,Париз,!Париж,!,!Paris,Parijs,!Paris,7265,!,
184,32408,park,park,,m.,1,park,,I,парк,"парк, прысаднік",парк,park,park,park,!parkirati,park,парк,парк,!парк,"врътъ, врътъпъ",Park,park,!parko,7639,!,
185,22413,parovoz,parovoz,,m.,2,locomotive,ru pl,,"паровоз, локомотив","паравоз, лакаматыў","паровоз, паротяг, локомотив","parowóz, lokomotywa",lokomotiva,lokomotíva,!lokomotiva,lokomotiva,локомотива,локомотива,локомотив,!,Lokomotive,locomotief,!lokomotivo,5318,!,
186,5264,pasport,pasport,,m.,1,passport,,I,паспорт,пашпарт,паспорт,paszport,pas,pas,!potni list,"putovnica, pasoš",пасош,пасош,!паспорт,!,Reisepass,paspoort,!pasporto,6290,!,
187,431,pavuk,pavųk,,m.anim.,1,spider,,,паук,павук,павук,pająk,pavouk,pavúk,!pajek,pauk,паук,пајак,!паяк,!,!Spinne,spin,araneo,6256,!,
188,2832,pepel,pepel,,m.sg.,2,"ash, ashes",ru j,,"пепел, зола","попел, прысак","попіл, зола",popiół,popel,popol,pepel,pepeo,пепео,пепел,пепел,!,Asche,as,"!cindro, cindro",5716,!,
